mean0,mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,mean9,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,median0,median1,median2,median3,median4,median5,median6,median7,median8,median9,median10,median11,median12,median13,median14,median15,median16,median17,median18,median19,min0,min1,min2,min3,min4,min5,min6,min7,min8,min9,min10,min11,min12,min13,min14,min15,min16,min17,min18,min19,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,kurtosis0,kurtosis1,kurtosis2,kurtosis3,kurtosis4,kurtosis5,kurtosis6,kurtosis7,kurtosis8,kurtosis9,kurtosis10,kurtosis11,kurtosis12,kurtosis13,kurtosis14,kurtosis15,kurtosis16,kurtosis17,kurtosis18,kurtosis19,mean_diff0,mean_diff1,mean_diff2,mean_diff3,mean_diff4,mean_diff5,mean_diff6,mean_diff7,mean_diff8,mean_diff9,mean_diff10,mean_diff11,mean_diff12,mean_diff13,mean_diff14,mean_diff15,mean_diff16,mean_diff17,mean_diff18,mean_diff19,var_diff0,var_diff1,var_diff2,var_diff3,var_diff4,var_diff5,var_diff6,var_diff7,var_diff8,var_diff9,var_diff10,var_diff11,var_diff12,var_diff13,var_diff14,var_diff15,var_diff16,var_diff17,var_diff18,var_diff19,scenes
0.09332296,-0.399723315,0.783560707,-2.520350547,2.564316144,-0.604616066,1.020544441,1.818083929,-2.15291155,1.866947651,1.073526855,2.251276073,-0.8800139,-1.039171496,1.379925147,-1.015472774,1.869488576,-1.810771604,-2.499977392,0.074633509,-0.865095279,0.092578147,-0.724255871,-0.721121798,-0.866193817,-1.071656664,-0.449597386,-0.951792727,-0.751661848,-1.017246479,-0.785458115,-0.39693923,-0.961916164,-0.450200922,-1.067256661,-0.97543536,-1.068913244,-1.083621488,-0.7359042,-0.978988162,0.086953309,-0.26269381,0.654867817,-2.433625478,2.547292141,-0.608304847,0.972599629,1.79390081,-2.172750648,1.841264031,1.1068481,2.292813143,-0.912227416,-1.066400845,1.38597762,-1.042423393,1.839018527,-1.790243255,-2.594102281,0.033064416,0.634771362,0.565447068,1.666120501,-1.435919331,3.119439923,0.373250404,0.68168926,1.75494394,-0.990455734,2.217182289,1.03845296,2.256852363,0.402094018,0.149604475,1.818226426,0.159070635,2.168161946,-0.189553967,-0.095846908,0.837168299,-0.36799466,-0.135576519,0.32977976,-2.622013945,1.672015369,-1.556129677,0.412331416,0.530975912,-2.440622915,0.810075454,-0.120970782,1.069656446,-0.398306333,-1.305458617,-0.281051919,-0.637387534,0.072706809,-1.850611801,-1.337068508,-0.144708607,-0.255778217,-0.318698478,-0.644446831,-0.415577376,-0.611907491,-0.873529181,-0.527488821,-0.526329821,-0.408431064,-0.287210275,-0.314644724,-1.00876838,0.520029643,-0.739487783,-0.530356081,0.021821144,-0.632817576,-0.36414796,-0.261830371,0.352373176,-0.210293747,0.038321587,0.565841031,-0.798822021,-0.709211138,-1.150253332,-0.740826899,0.621057129,1.877520787,1.513657808,-0.175082125,0.953120943,0.984029177,-0.736554483,0.342961677,-0.173048368,-0.449238357,-0.375672368,-0.26252441,-0.203438813,-1.03033273,-1.145933303,-0.858053986,-0.907447112,-0.935869948,-1.029976261,-0.769728222,-0.901494424,-0.815309431,-0.795764451,-0.875265793,-0.980404015,-0.940529987,-1.060486784,-0.915270194,-0.933561148,-1.192803972,-1.120846019,-1.367337214,-1.184518607,train-ter
0.076053043,1.165681404,0.96074512,-1.85634207,0.366469385,1.074824393,0.338721466,1.890658862,3.694118172,2.813580583,1.888956717,0.223843581,-0.969042154,1.063296657,0.997343751,1.045861264,2.101586313,0.435570207,-0.702917129,-1.575661135,-1.025102207,-1.023918586,-1.092512305,-0.942637014,-1.051527107,-1.171697671,-1.029131608,-1.118829341,-0.986209101,-0.955089059,-1.216583877,-1.227928269,-1.188431547,-1.183217468,-0.964194895,-1.067229553,-1.211858345,-1.198892748,-1.239769627,-1.085150659,0.095535938,1.151242845,0.887055924,-1.801461609,0.323480081,1.074594904,0.294429035,1.907271143,3.709052158,2.773740958,1.915893569,0.191138531,-0.951476901,1.040041267,1.016574127,1.040018984,2.072145896,0.445282675,-0.704208603,-1.602618103,0.647467787,0.973348983,2.056851269,-0.48631112,1.147821559,1.090567199,1.314424959,1.850105875,2.669536755,3.162353269,1.820499581,1.1008734,0.37484464,1.289023661,1.549145843,1.321450674,2.122809592,0.943788152,0.844544613,0.174817271,-0.493468655,0.436731301,-0.075483525,-1.982497313,-0.167679495,0.014741123,-0.36641578,0.141452439,2.694361386,1.927178937,0.440801075,-1.088906466,-1.773762187,-0.501516789,-0.463649636,-0.272803045,-0.117525341,-0.894365171,-1.193789476,-1.11839979,-0.251567427,-0.238187325,-0.285757333,0.158789599,-0.196576034,-0.05358605,-0.195688976,-0.362470153,0.074220819,-0.775646581,-0.453008852,-0.411453437,-0.678570748,-0.392934547,-0.399313286,-0.283773677,-0.361301798,-0.242779982,-0.617012096,-0.160349584,-0.363562868,-0.524732422,0.628528386,0.746917614,-0.186225256,0.52448122,0.671600995,0.791581608,0.165610392,-0.04612913,0.01276872,-0.142106899,0.362772556,-0.186078839,0.92930521,1.275954655,0.217293852,0.270455444,-0.839876308,-0.691570629,-1.060628321,-1.032555965,-0.861076248,-0.753829385,-0.922735626,-0.912119816,-0.822501328,-0.793924251,-0.775149158,-0.760016344,-0.999846383,-0.824649461,-0.925210072,-0.65664247,-0.72333665,-0.911938202,-0.838658884,-0.662625964,-0.954068857,-0.782338492,train-ter
0.855205596,1.212458516,-0.488913458,0.914366704,-0.056152343,-0.089688184,1.160520355,0.783487086,0.425175301,-0.174027965,0.301966828,0.358344247,-0.216532494,0.043134566,0.212637601,0.175290598,-0.527824539,-0.142076257,-0.58883176,-0.014318639,-0.422261651,-0.634531744,-0.301245676,-0.863904172,-0.967730703,-0.898650209,1.096446081,-0.2787998,-0.411604066,-0.737639448,-1.027153315,0.028032657,-0.945557078,-0.574085485,-0.009370722,0.156711112,-0.816427714,-0.903641591,-0.2771102,-0.229876001,0.934814279,1.145998408,-0.582859225,0.896261316,-0.005053541,-0.071132437,1.084450774,0.75926807,0.328368611,-0.228778104,0.259406527,0.198649384,-0.195008795,0.060108414,0.033291062,0.277474592,-0.480522667,-0.149440792,-0.653084676,-0.11878458,1.064112921,1.077555683,0.448984101,1.525646658,0.607805912,0.445682661,1.151221924,0.325883504,1.10494289,0.592999252,0.777979423,1.38230706,0.673928835,0.88807295,0.684681452,-0.606606479,0.661738381,0.838709247,-0.782806034,0.7495064,0.416312905,0.508213216,-0.869525343,-0.120190813,-0.847925293,-0.771172679,0.934648297,0.024911548,-0.065971644,-0.600060141,-0.403643309,0.746534274,-1.003666163,-0.950601552,0.323284687,-0.34449861,-0.833192767,-1.051141769,-0.75688209,0.884382003,-0.378774166,-0.347701358,-0.675132,-0.560084713,-0.467528791,-0.274502993,-1.275540905,-0.19826394,-0.606768025,-0.818663371,-0.292828868,1.0043307,-0.78300942,-0.921623786,0.037331519,1.344447593,-0.506178978,-0.503987586,0.133908052,0.393341706,-0.330782204,-0.414218034,0.078839972,0.068893753,0.144911109,0.253703249,1.900361974,0.901235001,-0.350011095,0.605120874,0.542029721,0.343612869,-0.190769059,1.009965482,2.096168387,-0.036777467,-0.77011562,0.402529008,0.483800868,-1.110643026,-1.127360572,-1.237697498,-0.888130491,-0.993822153,-1.078332676,-1.055903707,-0.965170555,-0.95502275,-1.131712214,-0.692563358,-0.976223033,-0.758511463,-0.884369704,-1.231001688,-0.600002997,-0.55987701,-0.837631435,-0.818047964,-0.670121068,-0.492715237,busystreet
0.347927083,-1.2413996,-0.085662504,1.107281809,0.34215517,-0.151280346,-0.556604106,0.207627591,-0.366518018,-0.758258712,0.029804239,-0.942309637,-0.327865307,-0.077017875,-0.954597666,-0.495774091,-0.137257901,-0.191126831,-1.023128415,-0.236065916,0.768865431,0.914812198,1.492957851,0.746225257,1.198028429,1.783715583,1.684152805,1.888795682,1.921369072,0.935298084,1.610334266,0.84257785,1.274704973,0.832799357,0.610660385,1.036632172,1.387792032,1.121673412,1.773932729,1.353653217,0.359793953,-1.178618814,-0.007661037,1.038253912,0.344644245,-0.104418762,-0.538554952,0.253076775,-0.291487701,-0.754269398,0.061539908,-0.949524461,-0.388194471,-0.214896136,-0.96356846,-0.464468242,-0.150902153,-0.154588927,-0.780975062,-0.208612932,0.407745676,-0.020380436,-2.101186629,0.663354284,-0.16893563,-1.915648296,-1.252539578,-1.111075743,-1.038846749,-0.833976252,-0.456385954,-1.581705703,-0.170944495,-0.048555027,-0.701683677,-1.292327831,-1.291317453,-1.52967731,-1.748927452,-0.420894399,1.050325882,-0.70751469,0.040865026,1.306857093,0.830197999,0.981186882,0.436838535,1.750015093,0.449974275,-0.840774905,1.042169553,-0.613386331,1.474029604,0.435462673,-0.313951783,0.252361588,1.036016815,0.420394682,1.127026868,1.402988735,-0.299558441,-0.32927107,-0.008293653,-0.397457008,-0.338667355,0.019220503,-0.384480367,-0.121645431,-0.291412494,-0.835923166,-0.469167997,-0.50057354,0.10450358,-0.437083617,-0.475534246,0.078341952,0.149467338,0.089587673,0.115123392,-0.22002283,-0.574329086,-0.530335683,0.889314169,-0.686760072,-3.162891085,-2.63937785,0.543379879,-0.877885203,-0.913655332,1.891043903,0.367571688,-1.822480931,-0.304568239,1.04772098,0.134755747,-1.417823981,-2.713909295,-2.561407283,0.660943262,0.30075885,2.135485346,1.302103314,2.590029469,1.387465843,1.511914232,1.914219068,2.309547813,2.12786386,2.428409297,1.767188582,1.279588835,1.683114337,1.931849587,1.657565354,1.608028999,1.631192039,1.646373639,1.472823758,1.409601859,1.616907606,restaurant
0.752062942,-1.192575125,-0.296606642,-0.540139406,0.113056725,-1.612494721,-0.691072318,-0.81071118,-1.709525602,-0.551166832,-0.921606327,-0.253890248,-1.154537263,-0.123108594,-0.559766574,-0.971205777,0.249588442,-0.981847855,-0.028192668,-0.560491627,-0.701025738,-0.655670776,-0.57277847,0.205373677,-0.356018629,0.539428128,0.299962147,0.624138242,0.522044983,0.411859761,0.692535301,0.360357817,0.583031026,0.247493513,0.458380437,0.726816764,0.719012512,0.462711262,0.614390297,0.688534558,0.751147939,-1.122784822,-0.26479398,-0.455759634,0.106004055,-1.538787162,-0.675652227,-0.870728376,-1.691540699,-0.569984414,-0.90896513,-0.267543674,-1.18389228,-0.176479241,-0.534572714,-0.902100572,0.286448404,-0.957041203,-0.000686233,-0.659413296,1.031106252,0.021456881,0.103126798,-0.647660683,0.165091872,-2.138241147,-1.184275494,-0.780923304,-1.594562763,-0.399117535,-1.759415892,-0.524218722,-0.608413689,0.598134642,-1.182619351,-1.404472417,-1.000701797,-0.959409621,0.109161611,-0.022733368,0.774091928,-2.136823055,-0.74541954,-0.576815583,-0.030669941,-1.524924511,-0.556349133,-0.257974272,-1.434661243,-0.344279467,0.261930065,-0.177422196,0.491842751,0.071235278,0.492155119,-0.580216662,-0.202807067,-0.094142732,0.561213896,0.255321813,-0.182510764,-0.300091449,-0.449729473,-0.495871097,-0.255690755,-0.189570746,0.161088513,-0.312766085,-0.420224134,-0.319369902,0.468390976,-0.517680492,0.46824786,-0.51461963,0.713687069,0.023088814,-0.125100917,-0.352467179,-0.12895109,-0.487376117,-0.478273621,-0.656638544,-0.08692186,0.506450389,2.055752508,0.853378371,-1.179888588,-1.476849357,-1.125165347,0.016823734,0.083278773,-0.464796328,-1.327416418,0.044844739,0.818394769,0.707289646,1.048221665,-0.255369686,0.10356513,1.061734441,-0.343115446,-0.291876722,-0.395764499,-0.153753415,-0.270492854,0.296479307,0.558359963,0.191082,0.366422992,-0.038988993,0.066376428,0.032910801,0.433522767,0.657787426,0.347634336,0.597554631,0.455884425,0.332098391,0.407437433,0.221522511,market
-0.446669731,1.127048412,-1.81885529,-0.398212356,-1.661835035,0.29718504,-0.002407808,-0.043459564,0.891456294,-0.472681222,0.808762573,-0.858218953,0.499210069,-0.256675981,-0.862193265,0.585393299,-0.911125592,0.17089263,-1.229843325,0.360456598,-0.700719496,3.673657908,1.214176814,-0.042655369,0.634342106,-0.056578719,-0.740254713,-0.162963267,-0.926080114,-1.198451076,-0.838333606,-0.843553305,-0.890975901,-1.081197615,-0.7653025,-0.812954066,-1.015141722,-1.018384421,-0.843713401,-0.759266308,-0.359234088,1.859928018,-1.337058987,-0.121907471,-1.347655471,0.399020572,-0.041934502,0.103459264,0.806303929,-0.4954387,0.843386844,-0.908718022,0.537835592,-0.233804783,-0.912593197,0.66563485,-0.900228305,0.157181885,-1.140316606,0.257329985,-0.003492775,0.464859159,-0.885994699,0.379532052,-1.127857713,0.796074769,0.424070031,0.085164862,1.648716574,0.256177372,0.688459458,-0.061344457,0.597105752,0.309839063,0.48949367,-0.10046354,0.368704892,1.030474751,-0.714657272,1.263544684,-1.023628646,0.936661105,-1.970874653,-0.562239961,-1.826775191,0.341088192,-0.140090885,-0.506613253,0.626123652,-0.82080592,0.124855371,-0.191968181,-0.339797504,-0.996526281,-0.843304076,-0.489643361,-0.994040879,-0.262613996,-1.756769732,0.944473817,-0.375086568,-0.353282152,-0.805407559,-0.707499099,-0.911663072,-0.685944293,0.343832472,-1.117813908,0.203603116,0.15015343,-0.069836737,1.252319412,0.370966011,-0.035828774,0.402905411,2.273807787,-0.113487299,-0.063985362,2.107073068,2.09017615,-0.770932843,-1.238573843,-0.72661327,-1.164712266,-1.769278521,-0.953918616,-0.339146609,-1.887660863,-1.588052272,-0.214120318,-0.829570417,0.445940494,0.887068629,-0.186061235,0.286380325,0.660478635,-0.854515381,-1.459232351,-1.387549679,-1.114502354,-0.962934483,-0.572804374,-0.921710749,-0.447094548,-0.14036942,-0.270772645,-0.684616218,-0.798342003,-1.109675874,-0.913788298,-0.37565924,-0.171717498,-0.480889603,-0.817672136,-0.853813743,-0.963322298,-0.920224459,-0.778104242,-0.787202541,-0.794372002,busystreet
0.68661683,-1.240585053,-0.14855195,0.362400686,0.227656557,-0.375787883,-0.162379333,-0.537720284,-0.653717148,-0.721125684,-0.30319083,0.536530509,-0.74021587,-0.155405882,-0.256405892,0.406071573,0.657796831,-0.642996558,0.35497922,-0.376735389,-0.408588726,0.518633982,0.182329609,1.597247315,1.106653193,1.088729586,1.194646559,1.793099899,1.998910852,0.875029127,1.599687568,2.021964617,1.39151283,1.511157617,1.091558493,1.429564347,1.591041101,1.640095811,1.756785236,2.114103103,0.704082201,-1.186475054,-0.130553124,0.330778567,0.119730781,-0.383008994,-0.207473022,-0.620381535,-0.639715108,-0.727517859,-0.343400515,0.458245982,-0.785238713,-0.26359648,-0.327790096,0.451434033,0.607703584,-0.577886302,0.466767765,-0.311466187,0.716274688,-0.197964261,-0.615539494,-0.703908422,-0.320507185,-0.660998224,-0.53314157,-0.912843758,-0.76726324,-0.72131137,-0.391210852,-2.497792619,-1.761709472,-1.837845946,-0.874155174,-0.603890343,-0.417017224,-2.325617243,-1.69875796,-1.779891375,0.412466803,-0.321783222,0.269971224,1.29909688,1.031276993,0.833643766,2.053395719,1.65755081,0.635268639,-0.262245742,1.376448003,1.63169857,0.346261844,0.896433371,0.822052088,0.837098392,1.991304334,0.303452802,0.490071811,1.649472152,-0.344389531,-0.318991037,-0.344797449,-0.355145351,-0.350617364,-0.234896306,-0.24876315,-0.097024153,-0.393528156,-0.649192176,-0.117104485,0.509411511,0.287943683,-0.001661634,-0.451194634,-0.450825664,-0.220316316,0.076413886,-0.05593778,0.384034732,-0.365119864,-0.336050023,0.478652903,-0.11987153,0.143870286,-0.60419827,-0.991157962,1.27362901,0.164867434,-0.578492243,-1.040708497,-1.865185516,-0.309567914,-0.156948158,-0.382454318,1.352059512,1.28217191,1.479508837,2.606908295,2.195083282,1.273937378,3.391248239,2.046179771,4.796973893,2.956406584,4.542031392,3.023013486,3.722286213,2.958864067,3.167818158,4.022826919,3.76429797,3.447103191,3.958035927,3.713468095,3.981654727,4.155613284,3.422798313,3.595761939,3.377325699,market
0.050908782,0.064228924,1.950287701,1.397468828,-0.268876152,0.250800954,-1.239411304,-0.537660665,0.539046396,-0.332764979,0.362424407,-0.515906312,-0.894356319,-1.542120095,-1.082513063,-0.285035702,-1.202751228,-0.684147402,-1.191871227,-1.268143826,-0.356103489,-1.014831803,0.860143407,-0.942404935,-0.989744531,-0.086355802,0.13128614,-1.058483588,-1.11064156,-1.164230058,-1.09368922,-1.001273997,-1.163030746,-1.111662391,-0.778675124,-0.986662257,-1.000503804,-0.968268586,-1.013669708,-0.961106402,0.004186599,0.026037256,2.105211982,1.359007543,-0.317883403,0.399548162,-1.131280842,-0.584941451,0.579037659,-0.321557287,0.351141503,-0.488404779,-0.889874017,-1.665772637,-1.075199699,-0.32864682,-1.235744593,-0.707782715,-1.171981144,-1.311393724,0.543225633,0.673777802,-0.167415,1.328093415,0.009394185,-0.41029393,-1.009785449,0.876332928,0.64286236,0.371131828,0.948109284,-0.335915837,0.530532512,0.494100261,-0.584719273,0.784979315,-0.242935646,0.059966103,0.161104844,0.364811734,0.665744795,-0.808015772,0.980638316,1.00565202,-0.849653113,-0.263565982,-1.132898354,-0.962406225,0.226343045,-1.008854402,-0.75051857,-1.054650061,-1.583136848,-1.352268075,-1.339164726,-1.42760078,-0.938421766,-1.321344921,-1.447907667,-1.533128398,-0.1362619,-0.265189996,0.002265548,0.559263982,0.225880442,0.333447788,0.297285353,-0.192446501,0.531065559,-0.261814931,-0.478226723,0.818618135,-0.590308441,-0.33313518,-0.227064731,-0.933869504,0.196787942,-0.320904358,-0.249785265,-0.409530258,-0.866256526,-0.649364568,1.646029251,-0.312821611,-0.012729988,2.159166776,1.856041623,-0.17590296,0.005432363,0.784569883,-0.134703531,0.610545667,0.613289997,0.593816165,1.014243476,0.079086486,-0.657150524,-1.184638405,-0.868744341,-1.116576584,0.332670818,-0.933922852,0.788329662,-0.421146752,-0.507899577,-0.471430961,-0.428245166,-0.50773292,-0.519048884,-0.827832797,-0.711968144,-0.389197494,-0.502913484,-0.564233599,-0.461045576,-0.665758118,-0.769039037,-0.364705638,-0.567763142,-0.732525502,train-ter
0.944218285,0.845441377,-1.023173222,1.054420062,-1.009459812,-0.985738019,-0.649835352,-1.057927904,-0.895195935,-0.974735169,0.250745264,-1.422213055,-0.481072098,0.269967112,-0.661894321,0.074353909,-0.568052787,-0.004630588,-0.85766387,-0.194065248,-0.982173339,-0.816694449,-0.993267744,-0.40993968,-0.617282154,-0.255568945,-0.332203682,-0.11714146,-0.348167478,-0.525510943,0.030017069,-0.588115363,-0.218284493,-0.012273523,-0.494525952,-0.529080921,-0.435775262,-0.824293417,-0.518372424,-0.557737012,0.961043804,0.811553294,-1.062081722,1.06478885,-1.008059941,-0.955805231,-0.745682184,-1.058750843,-0.87572634,-0.988417271,0.284434748,-1.436898973,-0.5566988,0.218272711,-0.657911846,0.040129515,-0.544680611,-0.015434513,-0.878043985,-0.287343663,1.261447789,0.613024488,0.225838411,0.883811307,-1.199432581,-1.3738933,0.168883805,-0.302883961,-0.552569284,-0.262927098,-0.06255402,-0.674134475,0.009154547,-0.934282133,-0.669304183,0.236157559,0.174545998,0.624980874,0.098524952,0.459635677,0.571921311,0.050836141,-1.394982241,1.121938098,-1.435409027,-1.080123011,-0.16545712,-0.557195096,-1.449943839,-1.103227386,0.07625865,-1.092886965,-0.178550602,0.114236877,-1.039129055,-0.283700439,-0.577471584,-0.22818312,-0.412038446,-0.854284152,-0.181019505,-0.290332497,-0.470102449,-0.198956797,-0.003552134,0.014069119,0.120345888,-0.109104657,-0.197066805,-0.741661008,-0.21608051,-0.390052705,-0.25985282,0.493896649,0.0659044,-0.125170667,-0.25897266,-0.271260202,-0.194008154,-0.711425966,-0.514168427,-0.419052028,0.544973577,-0.448568081,-0.032491709,-1.047586765,0.112963225,1.206968879,-1.588292776,0.16887652,1.313926738,-0.020855396,-0.083845352,0.49109912,-0.014429208,-0.908186694,0.142583565,-0.706020239,-1.42911456,-0.141241668,-1.044331468,-0.935870935,-0.733159498,-0.58277797,-0.64759963,-0.284981613,-0.36537587,-0.018926444,0.123670896,-0.337768731,0.294950579,-0.002890942,-0.115003207,0.583794836,-0.161743258,-0.396269243,-0.115037947,-0.525707244,-0.112260689,-0.216728694,market
-1.391524006,-0.580142997,-0.522430069,0.032140077,0.67953178,-0.333622488,-0.059263215,-0.444058069,0.815310528,0.794521741,-1.631460408,1.973097866,1.108964785,-1.352786863,1.58548749,-0.243851932,0.113706927,0.071361941,-0.810697635,0.354423841,0.344667514,0.23129533,1.060777459,1.129909935,1.357824714,1.657529,0.649468805,1.503536282,1.143563089,1.198591429,1.163339071,1.075534202,0.721775541,0.925888355,0.40088646,1.820359266,1.249027431,0.584080185,1.537690755,1.178436876,-1.405906496,-0.569395781,-0.449551106,0.082624198,0.632755389,-0.330638964,-0.0526886,-0.562518783,0.751326785,0.791468126,-1.614186049,1.780698798,1.105240754,-1.317818722,1.567529816,-0.207050806,0.129458034,0.027530735,-0.889738905,0.284905818,-0.791102429,0.176784997,-1.569225499,-1.272894629,0.325720013,-0.695103144,-0.171216552,-1.088829564,0.42401238,0.085433261,-1.311193159,0.996997971,0.325349295,-1.467483816,0.950931768,-1.001462446,-0.154017945,-0.100726252,-2.753042247,-0.494055617,-1.180403324,-0.613179411,-0.305422157,1.037664983,1.050161846,0.350087985,0.93786941,1.176013672,2.243549524,1.105255459,-0.081076341,3.134918126,2.21254333,-0.252512077,0.837800741,1.638777641,0.480039906,0.339080666,0.373850098,1.6391903,-0.342874991,-0.317600688,-0.377655592,-0.281897979,-0.546176079,-0.412869443,-0.296032365,-0.275828061,-0.039234363,-0.44878304,-0.378433093,0.230740817,-0.15478706,-0.091239011,-0.639992183,-0.228076073,-0.414710728,-0.237944398,0.804196627,0.605070526,-1.134736832,-0.519113336,2.218101935,-0.399613312,1.335261103,-0.850052247,-1.424439924,-0.212148215,0.182482549,1.26838648,0.635795421,0.465656635,-0.385913122,0.490391399,0.695266224,-0.056597271,0.388411273,0.742696524,-1.272685673,-1.175520526,0.004205358,0.382192737,0.126994802,0.700517445,0.665836635,0.625855315,0.364970877,0.562602705,0.618497229,1.019795554,0.973705146,0.098247793,0.479658194,0.367532606,0.368860759,0.78910956,0.506229393,0.384536348,0.210838014,0.138039134,restaurant
