mean0,mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,mean9,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,median0,median1,median2,median3,median4,median5,median6,median7,median8,median9,median10,median11,median12,median13,median14,median15,median16,median17,median18,median19,min0,min1,min2,min3,min4,min5,min6,min7,min8,min9,min10,min11,min12,min13,min14,min15,min16,min17,min18,min19,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,kurtosis0,kurtosis1,kurtosis2,kurtosis3,kurtosis4,kurtosis5,kurtosis6,kurtosis7,kurtosis8,kurtosis9,kurtosis10,kurtosis11,kurtosis12,kurtosis13,kurtosis14,kurtosis15,kurtosis16,kurtosis17,kurtosis18,kurtosis19,mean_diff0,mean_diff1,mean_diff2,mean_diff3,mean_diff4,mean_diff5,mean_diff6,mean_diff7,mean_diff8,mean_diff9,mean_diff10,mean_diff11,mean_diff12,mean_diff13,mean_diff14,mean_diff15,mean_diff16,mean_diff17,mean_diff18,mean_diff19,var_diff0,var_diff1,var_diff2,var_diff3,var_diff4,var_diff5,var_diff6,var_diff7,var_diff8,var_diff9,var_diff10,var_diff11,var_diff12,var_diff13,var_diff14,var_diff15,var_diff16,var_diff17,var_diff18,var_diff19,scenes
0.575796297,0.717401141,0.539697959,-1.062369979,0.191048542,-1.72353618,-1.194319463,0.053656197,-0.209370257,-0.200843743,-2.482418505,-0.486513666,-0.406386295,-0.413357751,-1.160398589,-2.623377892,-1.093020238,-0.818860022,1.265759107,0.924938804,5.40359718,4.687246795,3.076283304,-0.446103826,-0.387495554,1.516951245,-0.709626084,0.613406295,0.02723497,0.657912597,0.497826932,-0.621150724,-0.759454742,0.301423518,-0.317966364,-0.120756859,-0.17220351,-0.203172843,-0.616329108,0.020230692,0.649729524,1.228305193,0.470201172,-1.148699506,0.168721392,-1.563812121,-1.200873234,0.176142313,-0.114088855,0.028769202,-2.343174005,-0.427788641,-0.451941677,-0.209718414,-1.16799411,-2.759816021,-1.237450665,-0.886429583,1.259848235,1.109236136,0.236693328,0.256023857,0.365841521,0.110491469,0.341814251,-1.13696568,0.162292137,0.627558908,0.169275212,-0.406723559,-1.794924233,0.194759839,0.691830936,-0.104514927,0.169622506,-0.81697636,0.17138772,0.504953618,0.910843185,-0.389317796,0.67144936,0.808817339,0.527740791,-0.339416611,-0.348815044,-1.72677954,-1.482168131,-0.604238128,-0.797207486,-0.977326017,-2.075797365,-1.293886077,-1.173479601,-0.681843198,-1.284159486,-1.536482832,-0.074111473,0.485309872,0.399634402,-0.504002045,-0.391400584,-0.370540426,-0.812284224,-0.062131496,-0.552254569,-1.356988717,-0.482504434,-1.531942397,-0.807963235,-0.980462953,-0.632154308,-0.669261526,-0.69330337,-0.456343678,-0.969493217,-0.321592165,-0.404881625,0.924098046,-0.162512888,0.807011505,0.706946813,0.318351989,-1.203887328,0.886550307,-0.145377167,1.215671434,0.915569861,0.230877017,-0.242565631,-0.529592129,0.97782229,0.574064436,1.544635543,0.601465809,0.510405176,-0.658019906,-1.933421846,-0.436083304,-1.03312699,0.389537264,-0.832047505,-1.068986535,-0.821508459,-0.726969175,-0.787857615,-0.671667457,-0.95777489,-0.939755038,-0.860357328,-0.859363423,-0.851607702,-0.65543734,-0.839056667,-0.300257933,-0.830227773,-0.783522398,-0.736217232,-0.683096441,-0.866754366,-0.571898172,tubestation
-0.626746117,1.382490582,0.447211662,-1.766356697,0.009478814,2.536802837,0.380988428,1.1203693,3.892845534,4.09460091,2.210398966,-0.763836033,0.699638708,0.902917551,0.953325921,1.953296892,2.668158308,2.047946546,-0.816876049,-0.416745917,-1.062164204,-1.027141507,-1.083833303,-1.16081665,-1.094030165,-1.092923726,-0.960183619,-1.023867543,-1.043899186,-1.13180776,-1.344354936,-1.208957877,-1.100668266,-1.273732243,-0.991507069,-1.184061055,-1.290793142,-1.198038788,-1.137853536,-0.952400214,-0.571280245,1.281770403,0.369714007,-1.755416287,-0.01587716,2.514115957,0.361722641,1.080624665,3.917313809,4.038715062,2.232216922,-0.830456324,0.654088471,0.88228579,0.974653861,1.968140572,2.603434234,2.063230458,-0.796997439,-0.445553937,0.503312971,1.135053586,1.580954862,-0.302653917,0.78551763,2.311841037,1.330739114,1.564973947,2.728396612,3.533368763,2.034745872,0.526393059,1.310526995,1.682245512,1.144564055,2.219472235,2.936746829,2.153754463,0.779309346,0.918014945,-1.500438932,1.295297546,-0.480135485,-2.147889293,-0.646386043,0.963596762,-0.017624647,-0.182448848,3.007848338,2.383288711,0.67165714,-1.024117448,0.302599503,-0.650324658,-0.642933032,0.355981657,0.513340343,-0.194541768,-1.63271568,-1.053830252,-0.242073173,-0.326910805,-0.286105069,6.25E-05,0.05489126,0.028644901,-0.160546618,-0.456784065,0.51922456,-0.172687716,-0.031664709,0.019489437,0.34812312,-0.444989242,-0.103284088,-0.439431909,-0.488073301,-0.265831892,-0.660131875,-0.65676928,-0.538361773,-0.369332631,1.128837108,0.238034102,0.222046036,-0.265399997,0.502455518,-0.153397313,-0.613849464,0.540431707,0.164189718,1.172787073,0.813819558,0.559583895,1.474444355,1.004035935,0.117930562,0.297979398,1.113845084,-0.256329158,-0.992136832,-0.869438288,-0.724826145,-0.509496992,-0.811501254,-0.346178614,-0.428239872,-0.717132201,-0.605909929,-0.748742882,-0.827777698,-0.906597145,-0.561816523,-0.990822449,-0.910511602,-0.770320316,-1.019891395,-1.231433204,-0.857304347,-0.888657757,train-ter
-0.484043203,0.597128264,1.02818722,-1.412016997,1.534679421,0.511046603,1.286969317,0.967864053,-0.259907007,0.790211467,-1.639074453,1.576846424,2.609851173,2.302117528,2.113180956,0.300503933,1.746097827,-1.452108059,-1.276457877,-1.90442727,0.197306769,0.116715736,0.87601059,0.05559485,0.659393616,0.759189141,0.880485709,0.875492147,1.709914836,2.617697258,1.662729999,1.606404355,2.206556549,3.281993712,1.753620029,1.72096649,1.414944078,1.241732126,1.768489998,1.014791996,-0.588141064,0.460192946,1.219031115,-1.388444033,1.474459885,0.572942104,1.541748219,0.894135189,-0.425464866,0.914717269,-1.537333116,1.495139416,2.644237141,2.346361933,2.129527592,0.259045265,1.808735337,-1.482536424,-1.494309819,-2.108226004,0.34856434,0.472950865,0.367411648,-1.415966954,0.770784285,-1.453313755,-0.925669622,0.221823208,-0.403850744,-1.843528662,-1.845648011,-0.024782651,-0.537927133,0.341867564,-0.251644193,-1.041514536,-0.541601158,-2.472099027,-1.58828172,-1.450257744,-0.206870742,1.223957977,0.412572844,-0.293313007,2.040990004,0.85145343,0.950865222,2.64544045,1.263095954,0.85128181,0.725706494,2.87178687,2.445827831,3.359781746,2.867455835,1.599525907,1.3703765,-0.017754087,0.018725654,1.421958526,-0.349736451,-0.33496231,-0.47415923,0.231852429,-0.059144537,0.644240387,0.326963253,0.091440952,0.13004385,0.348009774,0.173473772,0.494158407,0.020842266,0.251599653,0.822300705,0.306519625,0.33216573,-0.055129617,-0.40807478,1.385096466,-0.54315628,-0.5289683,0.267750993,-0.778269178,-0.298061546,-0.829748399,-0.091408123,1.113739043,0.876534358,0.487035615,-1.701505371,-0.715922149,0.111133817,-1.293601104,0.056964476,0.36004909,1.186235111,1.939144102,0.219496156,-0.295425038,1.205333085,1.612625659,1.332928968,1.390591914,2.449645814,2.002216164,1.960750314,2.031603908,1.989455616,2.532932084,1.746035419,1.939480521,2.260830165,2.335423633,2.172651451,2.198846952,2.151799141,1.910007012,1.362777184,1.451639001,bus
0.308430845,-0.005826458,-0.932352681,0.143835749,-0.619640347,0.029327743,-0.851747484,-0.587147005,0.131898699,-0.957468683,0.435050952,0.645569439,0.82518069,0.312385978,0.270181592,0.806307584,0.059011086,0.891547881,0.383670149,0.792428822,-0.517934345,-0.098995718,-0.614005592,-0.065359086,-0.289499269,-0.24844875,0.027923358,0.13204858,-0.257879123,-0.180227043,-0.299203299,0.464924368,0.037359997,-0.085338972,0.187224581,0.476301166,0.35451025,0.148638831,0.604971608,0.870232969,0.364367177,0.054667282,-0.919632994,0.178243155,-0.664543699,0.032035134,-0.793887588,-0.633966947,0.110169644,-0.953479855,0.460818274,0.65496181,0.907603498,0.291831959,0.262331022,0.872615655,0.051505582,0.946224522,0.412064599,0.964743762,-1.878070516,-1.788869816,0.016459892,-0.941262268,-0.365898847,0.223538289,-0.814141064,-0.545031225,0.211934141,-0.509472613,0.61331527,0.485960441,0.177321771,0.789447961,0.200527489,0.235416116,-0.905210394,1.000266869,-0.38079433,-0.605519719,-0.392264236,-0.319233011,0.557638732,0.214094404,-0.514597502,-0.258917435,-0.920496263,-0.319598611,-0.318083769,0.331923865,-0.417865782,0.238833046,-0.315661093,0.297333177,0.787960794,0.321749742,-0.05568139,-0.092089447,0.624950561,1.019934873,2.597632307,0.729841281,0.308139162,-0.289611951,-0.452862527,-0.453118731,-0.2993048,-0.428243237,-0.579351538,-0.030203477,-0.855786841,-0.663773002,-0.458294967,-0.405800788,-0.137742512,-0.422100261,-0.355938231,-0.491722802,-0.340008101,0.052538287,1.998752956,1.885240812,-1.712510694,1.449351064,-0.603397417,0.096113982,-0.901871053,-1.171414828,0.184682518,-1.840939658,0.333597642,-0.550081217,0.359436322,1.088215867,-0.217969992,1.647382721,0.185370254,0.271056944,-0.651318408,-0.378977788,0.06701695,0.358589912,-0.352557334,-0.245393933,-0.093036681,-0.182506426,0.114247037,0.241793995,-0.310013486,0.104888938,-0.034153185,0.320351004,0.050667179,-0.057665345,0.239616603,0.260419409,0.668990451,0.290235725,0.469635605,0.520772155,market
-1.846697238,-1.260524665,1.779259814,0.112545164,0.020945066,0.628016596,0.523069931,1.356682399,1.079686777,0.64879752,0.379518601,0.548646817,-0.109674075,0.243510244,0.956617389,1.199418767,0.650191626,-0.46140835,0.778641011,-0.357760825,-0.124336504,-0.196384651,0.425193341,-0.415749723,-0.363385178,-0.265587192,-0.270699084,-0.257631455,-0.430253828,0.197842619,-0.568942469,1.75380318,-0.312816106,1.036362573,0.175931316,2.139141338,0.058696807,0.250081855,0.247888183,0.115792731,-1.889690961,-1.261309691,1.824655286,0.015226717,-0.139331337,0.703866632,0.600795822,1.319696658,1.189778288,0.836942047,0.324195055,0.287521768,0.065084815,0.757650482,1.194382063,1.237242759,0.815392206,-0.180302153,0.930945249,-0.140887564,-0.221418278,0.062787719,0.228496857,0.3356879,1.050609897,-0.263176609,0.123461062,0.994589505,0.627475528,-0.400822687,0.517059074,-0.272638844,-0.862054544,-0.852342652,-0.593191763,-1.244803822,-0.534506026,-0.785298151,-0.064663925,-0.885366158,-1.407920899,-1.231822942,1.040816687,0.844513174,0.567721905,0.338207973,1.841267872,1.343854896,0.525664926,1.224955673,1.106397505,1.529673409,-0.853050512,-0.441790337,1.248087939,2.625036124,-0.09633958,-0.256595433,0.4325453,-0.40325819,-0.355733787,-0.357512777,-0.060204438,0.731168465,-0.042210895,1.349889322,1.649716401,0.605222531,0.275533389,0.605413301,1.660701701,0.70168554,1.036932598,0.692026898,1.833301728,0.980900679,0.125450665,-0.07859263,0.366518768,1.307872945,-0.126291759,-0.080615429,-0.224773207,-0.516841764,0.200378179,-0.897685149,0.450217018,0.285092235,-0.804816337,0.707603258,-0.402194812,-0.643083567,0.175176256,-0.5119392,-1.070519128,-2.293361134,-0.890432164,-0.322673481,-0.318077948,-0.333532359,1.0887232,-0.157703507,3.303538924,0.470245791,0.950828573,0.883118807,0.350097828,1.295648094,0.591500911,2.382342839,0.259888925,3.062473666,0.293887374,3.250678995,-0.146490113,2.591120074,-0.208007055,0.856650784,0.327243433,-0.246140411,train-ter
-0.538325187,0.17156174,0.856942834,-0.720528195,0.144262704,-1.557881746,-0.250874466,-0.070596888,-0.757149416,0.267524355,-1.745184196,-0.43467293,-1.100344859,-1.031542738,-1.22246239,-1.944607251,-1.21009084,-2.609787711,-0.045766606,-0.775135795,3.793975353,3.702377716,0.793438085,-0.211637303,0.458402582,0.012193765,-0.142720127,0.296528657,-0.67568962,0.014342983,-0.407339562,0.106426083,-0.776968244,0.90049371,0.248337078,-0.576141422,0.66313992,-0.181015647,0.091606412,-0.433869335,-0.879000559,0.104612706,0.932651274,-0.702991715,0.210922784,-1.445860367,-0.237866472,-0.079982853,-0.807277764,0.263944868,-1.653486999,-0.536953064,-1.132010277,-0.831468881,-1.067862451,-2.011870235,-1.100764929,-2.428981306,-0.282413851,-0.805875066,-1.732785585,-1.788869816,1.133777801,-1.230206681,0.242048899,-1.586600188,-0.001467944,0.396394807,-0.096993528,-0.055182182,-0.755736856,0.424230777,-0.270093789,-1.766691522,-0.341555309,-0.277069653,-1.5493285,-1.320792681,0.339541828,0.282422908,-0.249109119,0.721623391,1.498516272,-1.224520457,0.612095295,-1.906340941,-0.739187017,1.275159008,-1.567060531,0.331923865,-2.144632821,1.049043268,-1.402360611,-0.674664187,-0.172085081,-1.268217833,-0.664130806,-1.920060729,0.763859,-0.822136381,-0.369960501,-0.319939184,-0.606071891,-0.604374741,-0.519114831,-0.443441265,-0.608472032,0.722446409,-0.619996851,-0.187484255,-0.919375993,1.803329236,-0.273125686,-0.094929762,-0.360598911,0.063249491,-0.088625315,-0.453527095,1.018542926,-0.925962667,1.114681125,1.400480739,-0.272243991,0.945783389,0.656873505,-0.572523901,-0.572053548,0.089701611,0.051014988,-1.129542316,-0.255391276,-0.954840711,-0.711827056,1.038464377,-0.297672253,0.262929874,-0.292971072,-0.470519288,0.699928952,-0.459745222,0.248883146,0.73769184,-0.380224963,-0.434497972,-0.267676109,-0.142991099,-0.102359089,-0.193020468,-0.522715169,-0.273101105,-0.655490891,-0.617634825,-0.703566475,-0.353401887,-0.644464386,-0.443779121,-0.352855091,-0.727910948,-0.749881521,-0.732312585,tubestation
-0.886427973,-0.63330671,1.646481199,-0.94087988,0.770280044,0.360126909,0.536246735,1.584440914,0.036567871,1.046008513,0.705724044,1.309628989,0.242528291,0.881055736,2.021077537,0.913031769,0.913367556,-0.368574128,1.151417552,-0.012598262,-0.358433446,-0.87338173,0.354422094,-0.445551482,-0.512595729,-0.116942632,-0.576085117,-0.118445771,-0.542848765,0.035923848,-0.368056408,0.495175643,-0.017210587,0.138659452,0.281575234,0.243053206,-0.471599855,-0.508948461,-0.383801382,-0.174806642,-0.910864498,-0.624325483,1.742006924,-1.042286785,0.677128501,0.546806157,0.606228073,1.487052741,0.072605915,1.102313817,0.620646271,1.153441383,0.408971023,1.005843791,1.903894889,0.776253648,0.958310805,-0.367198372,1.174459374,0.123097211,0.27531032,0.363352221,0.238122085,0.190849705,0.35703063,0.016049225,-0.148210138,-0.239650339,0.579221653,0.49540525,0.897075151,-1.269535522,-1.714768144,0.063669381,-0.351770442,-0.865873919,-0.461206915,0.073858708,-0.10075577,-0.333573116,0.352994122,0.036578525,0.828618807,-0.052362638,0.922865212,-0.780848868,0.101760547,1.767162461,-0.317493077,0.703771074,1.145599078,1.451180918,1.190524353,0.39388164,3.292783142,0.952668572,0.115167552,1.339057946,0.205656627,0.657027777,-0.080038437,-0.202571191,0.592587886,1.481505123,0.886861649,0.405408625,0.412049958,2.223287434,-0.176650163,0.103096639,0.73984686,0.938895373,2.461312468,0.081190181,4.305650216,0.792871498,0.69688267,0.775087021,0.266914586,1.258994771,-0.420311864,-0.42962793,0.267792846,-0.152055518,-0.287116448,-0.7045724,1.202641498,-0.259269563,-1.173182199,1.226224692,1.601307663,1.072723995,-0.304295264,-0.818508891,-0.267286539,-0.638104176,-0.279242392,0.050298153,1.615175675,1.611328557,1.775014525,-0.055196894,3.014193426,1.028418236,1.067940821,1.525768628,0.320900045,1.758432835,0.613481069,2.388850281,1.331630347,2.300250537,1.381730711,2.81293529,1.866345412,2.455577107,0.521525651,0.563758179,0.893554146,0.61283666,train-ter
-0.438924045,-1.318325829,0.879433918,1.210450152,1.507307455,1.285351977,0.502780125,0.089607127,-0.560503516,0.189704127,0.679342397,-0.706907938,-1.122034762,0.779254879,0.683104755,0.525159427,0.335359078,-0.207742826,0.880091671,0.194088329,0.431622592,1.160907822,1.747522441,2.558592511,3.323240995,3.646452797,2.679116243,2.687446542,3.688206047,2.147120415,3.817866259,2.755255551,4.153105783,1.457892394,2.133895071,1.328683655,4.400491779,2.020987432,1.306826634,1.242806051,-0.402748761,-1.250679696,0.834152945,1.182798447,1.379869558,1.335842365,0.710600818,0.057098644,-0.270560559,0.295595038,0.544037202,-0.598779896,-0.566850732,0.856317859,0.456505582,0.527061524,0.343663393,-0.085344703,0.929320366,0.348648508,0.139748324,-0.314844562,0.326284493,-0.693175388,-0.411927057,-1.663638384,-3.432346926,-1.447521778,-2.241902449,-0.97138411,-0.846199542,-0.866257262,-2.939423696,-0.440128152,-0.525390703,-0.165927745,-2.755743647,-1.387676072,0.121592137,-1.434909283,0.079179759,-0.738782159,0.928659411,1.785856133,3.529635259,2.687495703,1.269758734,2.743528432,-0.130623272,1.73969069,2.283343659,0.587833778,0.100728033,2.365279169,4.006446171,1.438726499,2.083797396,1.419386629,2.778674906,2.543632868,-0.367788394,-0.341836322,-0.642768657,-0.403551563,0.070830874,0.391743626,0.736224698,0.473611397,-0.076528767,0.219144287,-0.517513748,-0.671767133,0.025483289,0.138813506,1.106999194,-0.20940703,0.329119595,-0.016733091,0.02235458,0.959985572,-0.745424475,-0.830459533,0.864713189,0.139829141,-0.052751973,0.400796167,0.205932297,0.813933194,0.940975394,0.568099948,-0.231708666,-1.035333295,-0.844394525,0.773048632,1.709520629,0.230415266,-0.80138146,0.019845998,1.045290048,0.673693204,1.192968537,2.708392792,1.117117758,2.092003628,2.526328708,2.430536149,2.777809781,2.924448716,2.633208757,2.322358329,2.811955298,2.038933403,2.620633561,2.087095017,2.245398392,1.535088653,2.862419967,2.582635675,1.68352094,1.70943384,bus
-1.112297354,-2.256704605,0.640913634,1.197150934,-0.019688813,0.971205516,-1.037720831,0.381771584,0.728571583,-0.208344021,0.518798778,-0.752450903,1.021621324,-0.32869001,-0.46505812,0.538822781,-0.044881311,0.779856339,-1.429953855,-0.227813303,1.357744809,0.669760488,3.054648357,-0.227124017,0.287019705,1.113890611,0.689272712,0.872941604,0.973185181,0.08277568,0.506473595,0.42980805,0.299242118,0.53720576,0.266370539,0.410986595,0.070669271,0.434051378,0.362626519,0.704072974,-1.178771533,-2.211509,0.823470472,1.200062198,-0.015201936,1.052946797,-1.010106249,0.388285137,0.761134393,-0.197442546,0.57923227,-0.717763475,1.112121346,-0.235525063,-0.368429606,0.596237927,-0.015802184,0.706008128,-1.399785661,-0.112313714,-1.882264709,-1.788869816,-2.661133271,-0.401134195,-0.65136853,-0.20099358,-1.084413941,-0.936169781,-0.594429077,0.09097322,0.209685384,-0.479544051,-0.078135536,-0.10461363,-1.674226612,-0.465818524,0.262702791,-0.021135599,-0.893011376,-0.349149698,0.730715787,-0.606828535,0.967474612,0.721230742,1.073233048,0.347649826,-0.481014054,0.632754785,1.044421212,0.564469707,0.696303207,-0.041437045,0.183005601,0.28925264,-0.172925263,0.11557518,-0.520806345,0.415723888,-0.560813422,0.342541967,-0.173907041,-0.129644839,0.513718085,0.002533732,0.082020972,-0.512008995,-0.488049764,0.191685191,-0.047239843,-0.453993637,-0.465203755,-0.451936535,-0.333995189,-0.26705476,0.021664867,-0.083207826,-0.4093312,-0.106449055,-0.314708226,-0.388380524,1.834565473,1.538376774,-2.195500568,1.630643884,0.63912808,-0.694111943,-3.000952863,-0.532551222,1.159598545,-0.79355392,1.558693196,-1.846108718,-0.872601529,-0.058118779,-2.528360217,-1.15325316,-0.238244499,1.12772646,-1.058328437,-0.273751342,3.452355388,1.868150906,3.342460195,0.586086314,1.11133357,1.421287152,1.377341378,1.292203705,1.526018406,1.314099106,0.909023057,1.333804692,1.073912566,1.143985447,0.953667532,0.88078446,0.668140013,1.113764125,0.559917236,1.235523385,restaurant
-0.006253494,-0.071240789,-0.348066844,-0.219591598,0.26475084,-0.662380547,1.569318525,-0.071586267,-0.174159591,1.200940047,-0.106912868,1.182330707,1.196062656,1.795772693,0.79414399,0.000145717,1.201432287,-0.759429622,-0.183505509,-1.215732793,-0.164816018,-0.45711241,0.125664082,-0.317559425,0.246914947,0.054231745,0.223475715,0.423287045,0.57456066,0.106071075,0.711142893,0.467771738,1.106696573,1.771882065,0.787712675,0.62570822,0.44589153,0.151912483,1.237138688,0.925729567,0.080730026,-0.031764668,-0.61203113,-0.175083755,0.184334903,-0.755610492,1.686423533,0.067140812,-0.136522738,1.23113393,0.033949226,0.984521406,1.048305781,1.544779621,0.504178848,0.127927184,1.151115457,-0.71572255,-0.126693297,-0.919847298,-1.739874918,-1.788869816,0.773380382,-0.519872825,1.068043381,-0.152921247,-0.518600301,-0.733311398,-0.343111277,0.619767581,-0.830097844,1.24688719,0.056422779,0.829486001,0.915640328,-1.046908872,0.787640536,-0.221798828,-0.887729096,-1.256744369,-0.341688791,-1.225094782,1.165159315,-0.331272865,0.175087959,-0.27371666,0.701066853,0.043493716,-0.121611039,0.695383846,-0.491113334,0.974280325,1.917334872,2.084582122,2.195799502,0.639403248,1.299978356,-0.793126031,1.734537767,-0.423729125,0.463633857,1.940856142,-0.576088785,-0.093465918,-0.768544914,-0.10865196,0.331061924,0.84144387,-0.434217277,0.637848438,0.329890965,-0.645406826,0.599587644,0.030210908,0.833745515,0.744712163,-0.332693407,-0.290825515,1.062168565,-0.484639567,1.568183305,1.816245018,-0.961066746,1.14547482,0.667807688,-0.341623714,1.536317768,0.411077567,0.100503496,-0.148173971,0.907102379,0.033706417,-0.06598469,0.941290791,-0.190199823,0.577069608,-0.460328207,-1.323506282,-1.081719046,-1.18290968,-0.375477058,-0.245021008,-0.659128539,-0.797891875,-0.942724614,-0.705286061,-0.652187001,-0.450621348,-0.282786773,-0.325426862,-0.640591217,-0.686812741,-0.556994627,-0.613099247,-0.513882622,-0.441262464,-0.548541258,-0.534214453,-0.543351797,-0.154370736,busystreet
